a148	2	1	.	.	.	2.84375	4.09375	.	.	.	1.166666667	2.25
a149	2	1	.	.	0.46875	0.6875	2.375	.	.	1.166666667	1.583333333	1.083333333
a150	2	1	0	0	0	.	.	0.75	0.25	0.333333333	.	.
a151	2	1	.	.	0	0	0	.	.	0.25	0.166666667	0.083333333
a152	1	1	.	0	0	0.96875	.	.	0.25	0.583333333	0.666666667	.
a153	1	1	.	.	0	0	0	.	.	0.416666667	0	0.25
a154	1	1	0	0	0	.	.	0.833333333	0.833333333	0.833333333	.	.
a155	2	1	.	.	.	0.25	0.25	.	.	.	0.583333333	0.25
a156	2	1	0	0	0	.	.	1.166666667	1.416666667	0.25	.	.
a157	2	1	.	0	0	0.25	.	.	1.25	0.333333333	0.166666667	.
a158	2	1	0	0	0	.	.	0.166666667	0	0.833333333	.	.
a159	2	1	.	.	0	.	0.25	.	.	0.083333333	.	0.416666667
a160	1	1	.	0	1.15625	.	3.3125	.	0.416666667	0.666666667	.	1.333333333
a161	2	1	0	0	0	.	.	0.166666667	0.25	0.5	.	.
a162	2	1	.	.	0.46875	0.21875	0.4375	.	.	0.916666667	1.166666667	0.5
a163	1	1	.	.	.	0	0.46875	.	.	.	0.5	1.166666667
a164	2	1	.	.	0	0	0	.	.	0.25	0.166666667	0.666666667
a165	2	1	.	0	0	0	.	.	0.75	0.416666667	0.416666667	.
a166	2	1	.	.	.	0	0	.	.	.	0.333333333	0.916666667
a167	2	1	.	.	.	0	0.71875	.	.	.	0.166666667	0.416666667
a168	2	1	.	.	.	0	4.3125	.	.	.	1.5	0.75
a169	2	1	.	0.46875	0.21875	0.46875	.	.	0.916666667	0.833333333	0.25	.
a170	1	1	.	.	.	0.71875	0.96875	.	.	.	1	0.666666667
a171	2	1	.	0	0	0	.	.	0.75	0.583333333	0.75	.
a172	1	1	0	0	0	.	.	1.166666667	0.5	0.5	.	.
a173	1	1	.	0	0	0	.	.	0.5	0.083333333	0.5	.
a174	2	1	.	.	1.46875	0.71875	0.21875	.	.	0.916666667	0.5	0.666666667
a175	2	1	.	.	.	0.71875	1.90625	.	.	.	0.666666667	1.5
a176	2	1	.	.	0	0	0.71875	.	.	0.333333333	0.416666667	0.5
a177	1	1	.	.	0	0	1.40625	.	.	0.416666667	0.5	0
a178	1	1	0	0	0	.	.	0	0.166666667	0.333333333	.	.
a179	2	1	0	0	.	.	.	0.333333333	0.916666667	.	.	.
a180	1	1	0	.	.	.	.	0.5	.	.	.	.
a181	1	1	.	.	0	0.96875	2.375	.	.	0.416666667	0.166666667	0.416666667
a182	1	1	.	0.46875	1.15625	.	.	.	0.75	0.75	.	.
a183	2	1	.	.	1.21875	1.625	1.6875	.	.	1.25	1.083333333	0.916666667
a184	1	1	.	.	.	0.46875	0.46875	.	.	.	0.416666667	0.333333333
a185	2	1	.	0.25	.	0	.	.	1	.	1	.
a186	2	1	.	0	0.25	0.46875	.	.	0.666666667	0.75	1.083333333	.
a187	1	1	.	0	0	0	.	.	0.583333333	0.583333333	0.25	.
a188	2	1	0	0	0	.	.	0.166666667	0	0	.	.
a189	2	1	.	.	0	0.6875	1.90625	.	.	1.083333333	0.25	0.166666667
a190	1	1	.	.	0	0	0.46875	.	.	0.083333333	0.666666667	0.25
a191	1	1	0	0	0	.	.	0.25	0.25	0.5	.	.
a192	2	1	.	0	0	0	.	.	0.5	0.75	0.25	.
a193	2	1	.	0.46875	0	0.6875	.	.	0.666666667	0.583333333	1.583333333	.
a194	1	0	.	0	0	0	.	.	0	0.25	0.166666667	.
a195	1	0	.	.	0	0	0	.	.	0.166666667	0.083333333	0
a196	2	0	.	.	0	0	.	.	.	0.25	0.583333333	.
a197	2	0	0	0	0	.	.	0.5	0.25	0.583333333	.	.
a198	2	0	.	.	.	0	1.65625	.	.	.	1.5	0.916666667
a199	2	0	.	.	.	0.25	0	.	.	.	0.583333333	0.166666667
a200	2	0	0	0	0	.	.	0.416666667	0.666666667	0.166666667	.	.
a201	1	0	.	0.71875	0.96875	0.9375	.	.	1	1.083333333	1.583333333	.
a202	1	0	0	0	0	.	.	0.166666667	0.25	0.416666667	.	.
a203	1	0	.	0.75	0.46875	0.5	.	.	0.75	0.583333333	0.833333333	.
a204	2	0	.	.	0	0	0	.	.	0.25	0.25	0.333333333
a205	1	0	.	.	0	0	.	.	.	0.083333333	0.25	.
a206	2	0	.	0.46875	0.46875	0.46875	.	.	0.416666667	0.75	0.583333333	.
a207	2	0	.	.	0	0	0.46875	.	.	1.166666667	0.666666667	0.583333333
a208	1	0	.	1.21875	0.96875	0.25	.	.	0.583333333	1	0.25	.
a209	1	0	.	.	0	0.71875	2.1875	.	.	0.333333333	0.333333333	1
a210	1	0	.	.	.	0	0	.	.	.	0.416666667	0.833333333
a211	2	0	.	.	0	1.40625	1.65625	.	.	0.916666667	0.75	0.583333333
a212	1	0	0	0	0	.	.	0	0	0.333333333	.	.
a213	2	0	0	0	0	.	.	1	0.333333333	1.083333333	.	.
a214	1	0	.	.	.	0.6875	0	.	.	.	0.166666667	0.416666667
a215	2	0	0.5	0	0	.	.	0.166666667	0	0.166666667	.	.
a216	2	0	.	.	.	0	0.46875	.	.	.	0.583333333	0.75
a217	1	0	.	.	.	0	0	.	.	.	0.166666667	0.25
a218	2	0	.	.	.	0	0	.	.	.	0.916666667	0.666666667
a219	1	0	.	.	.	0	0	.	.	.	0.25	0.166666667
a220	2	0	.	0.21875	0.71875	.	.	.	0.25	0.666666667	.	.
a221	2	0	.	.	.	0	0.46875	.	.	.	0.583333333	0.666666667
a222	1	0	.	.	.	0	0	.	.	.	0.416666667	0.166666667
a223	1	0	.	.	0	0	0.46875	.	.	0.75	0.833333333	0.833333333
a224	1	0	.	.	.	1.4375	1.6875	.	.	.	0.75	0.416666667
a225	1	0	.	.	.	0.46875	1.4375	.	.	.	0.25	0.333333333
a226	1	0	.	.	0	0	0	.	.	0.666666667	0.454545455	0.333333333
a227	2	0	.	.	.	0.96875	1.125	.	.	.	1.25	1.25
a228	1	0	.	.	0	0.46875	0.46875	.	.	0.333333333	0.416666667	0.5
a229	2	0	0	0	0	.	.	1	0.75	0.416666667	.	.
a230	2	0	.	0	0	0.46875	.	.	0.083333333	0.166666667	0.083333333	.
a231	2	0	.	0	0	0	.	.	0.333333333	0.583333333	0.416666667	.
a232	2	0	.	.	.	0.46875	0.96875	.	.	.	1.083333333	0.75
a233	2	0	0	0	0	.	.	0.75	0.416666667	0.5	.	.
a234	2	0	.	.	0	0.21875	0	.	.	0.666666667	0.666666667	0.5
a235	1	0	.	.	.	0	0.46875	.	.	.	0.833333333	0.583333333
a236	2	0	.	.	.	0	0	.	.	.	0.25	0.166666667
a237	2	0	0.25	0.46875	1.4375	.	.	0.5	0.416666667	1.333333333	.	.
a238	2	0	.	.	0.25	0	0.46875	.	.	0.666666667	0.166666667	0.416666667
a239	2	0	.	0	0	0	.	.	0.083333333	0.083333333	0.083333333	.
a240	2	0	.	.	0.46875	1.40625	1.875	.	.	1	0.5	1.416666667
a241	2	0	.	.	.	0	0	.	.	.	0.583333333	0.25
a242	2	0	.	.	0	0	0	.	.	0.083333333	0.416666667	0.166666667
a243	2	0	.	0	0	0	.	.	0	0.25	0.666666667	.
a244	2	0	0	0	0	.	.	0.166666667	0.333333333	0.25	.	.
a245	1	0	0.25	0	0	.	.	0.166666667	0.25	0.25	.	.
a246	2	0	.	.	.	0	0	.	.	.	0	0.166666667
a247	2	0	.	0	0.46875	0.46875	.	.	0.083333333	0	0.166666667	.
a248	2	0	.	.	.	0	0	.	.	.	2.833333333	0.75
a249	1	0	.	.	.	0.96875	1.90625	.	.	.	0.416666667	0.333333333
a250	1	0	.	.	0	0	0.46875	.	.	0.25	0.5	0.583333333
a251	2	0	0.25	0	0	.	.	0.333333333	1.083333333	0.416666667	.	.
a252	2	0	.	.	0	0	0	.	.	0.833333333	0.416666667	0.25
a253	2	0	.	0	0.71875	0	.	.	0.666666667	1.083333333	0.416666667	.
a254	2	0	.	.	.	0	0	.	.	.	0.416666667	0.333333333
a255	1	0	.	0	0	0	.	.	0	0.25	0.166666667	.
a256	1	0	.	.	.	0	0	.	.	.	0.166666667	0.333333333
a257	1	0	.	0	0	0	.	.	0.333333333	0.25	0.583333333	.
a258	1	0	.	0	0	0.46875	.	.	0.083333333	0	0.5	.
a259	1	0	0	0	0	.	.	0.083333333	0.25	0.333333333	.	.
a260	2	0	0	0.25	0	.	.	0.333333333	0.333333333	0.916666667	.	.
a261	2	0	.	.	.	0	0	.	.	.	0.5	0.416666667
a262	1	0	0	0	0	.	.	0.833333333	0.25	0.545454546	.	.
a263	1	0	.	.	.	0	0.9375	.	.	.	1.333333333	2
a264	2	0	.	0	0	0	.	.	0	0	0.25	.
a265	2	0	.	.	.	0	0	.	.	.	0.5	0.5
a266	1	0	0	0	0	.	.	0.333333333	0.5	0.5	.	.
a267	2	0	.	.	.	0.46875	1.59375	.	.	.	1.166666667	0.5
a268	2	0	0	0	0	.	.	0.25	0.25	0.25	.	.
a269	2	0	.	.	.	0	0	.	.	.	0.5	0.666666667
a270	2	0	0	0	0	.	.	0.25	0.333333333	0.166666667	.	.
a271	1	0	.	0	0	.	.	.	0.166666667	0.25	.	.
a272	1	0	.	0	0.21875	0	.	.	1.75	0.833333333	0.666666667	.
a273	2	0	.	.	.	0	0	.	.	.	0.083333333	0.666666667
a274	2	0	.	.	0	0	.	.	.	0.083333333	0.25	.
a275	1	0	.	.	.	0	0.46875	.	.	.	0.666666667	0.666666667
a276	1	0	.	.	0.71875	0	0	.	.	0	0	0
a277	1	0	.	0	0	0	.	.	0.25	0.666666667	0.666666667	.
a278	1	0	.	.	.	0	.	.	.	.	0.5	.
a279	1	0	0	0	0	.	.	0.416666667	0.5	0.25	.	.
a280	2	0	.	0.46875	0	0	.	.	1.166666667	2.5	1.166666667	.
a281	2	0	.	.	0	0	0	.	.	0.416666667	0.083333333	0.083333333
a282	2	0	.	.	.	0	0	.	.	.	0.166666667	0.083333333
a283	2	0	.	.	0	0	0	.	.	0.166666667	0.416666667	0.416666667
a284	1	0	.	.	0.25	0	.	.	.	0.666666667	0.25	.
a285	1	0	.	.	0	0	0.71875	.	.	0.583333333	0.75	1.25
a286	1	0	.	.	0	0.46875	0.46875	.	.	0.5	1.333333333	0.75
a287	2	0	.	.	.	0.46875	0.46875	.	.	.	0.583333333	0.833333333
a288	2	0	.	.	0	0	.	.	.	0.166666667	0.333333333	.
a289	2	0	0	0	0	.	.	0.5	0.25	0.25	.	.
a290	2	0	0	0	0	.	.	0	0.333333333	0.416666667	.	.
a291	2	0	0	0	0.21875	.	.	0.75	1	3.166666667	.	.
a292	2	0	.	.	.	0	0	.	.	.	1.916666667	0.416666667
a293	2	0	0	0	0	.	.	0.416666667	0.333333333	0.5	.	.
a294	2	0	0	0	0	.	.	0	0.166666667	0.166666667	.	.
a295	2	0	.	.	.	0	0	.	.	.	1.416666667	0.75
a296	1	0	.	.	0	0	.	.	.	0.166666667	0.083333333	.
a297	2	0	.	0	0	0	.	.	0.25	1	1.083333333	.
a298	1	0	.	.	.	0	0.46875	.	.	.	0.416666667	0.166666667
a299	1	0	.	.	.	0.46875	0	.	.	.	0.166666667	0
a300	1	0	.	.	.	0	0.46875	.	.	.	0	0
a301	1	0	.	.	.	1.21875	0.46875	.	.	.	0.5	0.333333333
a302	1	0	.	.	0	0	0	.	.	0.166666667	0.083333333	0.25
a303	2	0	.	0	0	0	.	.	0.833333333	0.25	0.5	.
a304	2	0	0	0	0	.	.	0.333333333	0.333333333	0.083333333	.	.
a305	1	0	0	0.71875	0	.	.	1.416666667	1.666666667	1.583333333	.	.
a306	1	0	.	.	0	0	0	.	.	1	0.083333333	0.416666667
a307	2	0	0	0	0	.	.	0	0	0	.	.
a308	2	0	0	0	0	.	.	0	0.416666667	0.083333333	.	.
a309	1	0	.	.	0	0	0	.	.	0.166666667	0.416666667	0.25
a310	2	0	.	.	.	0.46875	0.71875	.	.	.	2	1.083333333
a311	2	0	.	0	0	.	.	.	0.416666667	0.583333333	.	.
a312	2	0	.	.	.	0	0	.	.	.	0.25	0.333333333
a313	1	0	.	.	0	0	0	.	.	0.083333333	0.25	0.583333333
a314	2	0	.	.	.	0	0	.	.	.	0.666666667	1.083333333
a315	2	0	.	.	0	0	0.21875	.	.	0.916666667	0.833333333	1.75
a316	1	0	.	.	.	1.21875	0.71875	.	.	.	1.25	0.583333333
a317	2	0	.	.	0	.	1.15625	.	.	0.583333333	.	1.833333333
a318	1	0	.	.	0	0	.	.	.	0.25	0.083333333	.
a319	1	0	.	.	0.25	0.46875	1.1875	.	.	0.333333333	0.333333333	0.5
a320	1	0	.	.	0	0	0	.	.	0.75	0.727272727	0.333333333
a321	1	0	.	.	.	0	0	.	.	.	0.5	0.5
a322	1	0	.	.	0	0	.	.	.	0.333333333	0.333333333	.
a323	2	0	0	0	0	.	.	0.166666667	0.083333333	0.25	.	.
a324	1	0	.	.	0	0	0	.	.	0.333333333	0.333333333	0.25
a325	1	0	.	0	0	0	.	.	0.25	0.083333333	0.166666667	.
a326	2	0	0	0.4375	0.46875	.	.	0.5	0.416666667	1	.	.
a327	1	0	.	.	.	0	0	.	.	.	0.166666667	0.333333333
a328	1	0	.	.	.	0	0	.	.	.	0	0
a329	2	0	.	.	.	0	0	.	.	.	0.75	0.416666667
a330	1	0	.	.	.	0	1.71875	.	.	.	1.25	1.75
a331	1	0	.	0	0	0	.	.	0	0.25	0.25	.
a332	1	0	.	0	0	0.25	.	.	0	0.083333333	0.083333333	.
a333	2	0	.	0	0	0	.	.	1	0.416666667	0.416666667	.
a334	1	0	.	0	0.46875	0.75	.	.	0.416666667	0.083333333	0.416666667	.
a335	1	0	.	.	.	0	0	.	.	.	0.5	0.083333333
a336	2	0	.	0	0	0.21875	.	.	0.083333333	0.333333333	0.916666667	.
a337	2	0	.	0	0	0.71875	.	.	0.166666667	0.583333333	0.75	.
a338	1	0	.	.	0.25	0	0	.	.	0.833333333	0.166666667	0.333333333
a339	2	0	.	0	0	0	.	.	0.083333333	0.166666667	0.166666667	.
a340	1	0	.	0	0	0.21875	.	.	0.166666667	0.583333333	0.833333333	.
a341	1	0	.	.	0	0	0.25	.	.	0.166666667	0.25	0.166666667
a342	2	0	.	.	0	0	0	.	.	0.833333333	0.416666667	0.916666667
a343	1	0	.	0	0	.	0	.	0.25	0.083333333	.	0
a344	2	0	.	0	0	0	.	.	1.416666667	0.818181818	1.666666667	.
a345	2	0	.	.	0	0	.	.	.	0.583333333	0.583333333	.
a346	2	0	.	.	0	0	0	.	.	1	0	0.583333333
a347	2	0	.	.	.	0	0	.	.	.	0.083333333	0.333333333
a348	1	0	0	0	0	.	.	0.416666667	0.083333333	0.166666667	.	.
a349	1	0	.	0	0	0	.	.	0	0	0.083333333	.
a350	2	0	.	0	0	0	.	.	0.166666667	0	0	.
a351	2	0	.	0	0	0	.	.	0.166666667	0	0.083333333	.
a352	2	0	.	.	.	0	0	.	.	.	0.916666667	0.416666667
a353	2	0	0.96875	0	0	.	.	1.083333333	0.666666667	0.916666667	.	.
a354	2	0	.	.	0	0.46875	.	.	.	0.416666667	0.5	.
a355	2	0	.	.	0	0	0	.	.	0.333333333	0	0
