student_ids,well_being_scores
jpdljbCt,72.1871841972117
kqU8fNFD,69.44044695333316
y8gU0yHw,63.00300189417118
SpXw1gE5,104.02657916315624
duG4C3qG,99.06175176825636
zL8qLBCk,70.13145455177849
aqgr3xFH,62.38516105796216
oiA2CFp0,82.64697329748701
HGJtGfGT,70.55757987754458
z5KunFTR,68.80301186861311
2NvN4Jwn,71.49973808582253
oiNBgV4p,74.50335592251497
44D6k08W,78.39463182696747
tiVOJCyO,63.358891816645624
z4t6C2Kp,51.52040302358298
M1dWMdPQ,66.05471171633744
R4Tc7Zxb,76.93557004671811
bKyIy6Rd,79.22179249896261
c28oY4n8,78.31496960871428
n9QeymRm,71.53309846452754
65YghRLE,75.65998854891365
nKP64ZSI,57.796276117067166
ilMSmXrq,77.30878986573056
6tzWBJ0h,67.92638449988132
vRljpWvS,68.56263976694864
og2FUFj3,59.363573277660485
wV1XdwOR,78.74830008047059
apUBVpcL,67.51827247547443
DgAi9ptv,80.13191727420543
xTtYfdtO,78.93759973809816
nq7dBmwc,96.28990054041446
II49iRuo,85.1415343321343
gG6JITXt,74.49867185194569
t03SStYs,76.28345738252307
5ebEdBFP,72.10825415953369
aDPOjOBH,69.51060634623502
pYXOskeS,63.18908318075522
fuYwlcWF,64.1981836414247
fuSpjbDK,76.71371281460226
q1ZZ2iwb,68.17070697584712
WvKwSo9u,74.30100961755788
Sd2vYOog,82.79759332248719
FpW0BDxF,70.2782358587206
FMbC8Y03,78.23977462302926
8JcglP6d,66.20785670759211
MIRfAdjz,79.39784047513487
OGx1Afen,77.67657857858583
pl4HFpux,72.91310674634397
iS8Fst6g,56.185008908989445
og8ksyxJ,87.43228794702104
SIEZDyej,66.79964038288381
bABfgdON,58.643154146334574
w6sxFKxC,66.95501995278717
I6C22Zux,77.92798783076611
zzxCLZj3,73.37379535024675
T2XUHNOQ,67.94327378901652
gzj8ZNZG,88.91710363226623
X80doskM,86.97387697596768
685Rvddc,80.62216511204748
dfU96dFb,71.73589355880799
DLQCIuYG,55.798002135638875
cS9DsYMs,76.694157093922
kUP4vSvx,81.60576865108834
LFZTenPY,70.88902212565851
Rpoj7Z94,79.52218199464663
G8lubKIp,70.90393045492173
jE8VXjcM,51.77868997821568
rA1PUq28,80.92484719454724
NIglkeRi,62.08775542853846
7on7okjT,78.5430252248399
XX7jUhME,82.89354820008724
Rf28GnXl,73.80902175211132
tTg2H0ks,93.51633377545573
w0NvzwgQ,51.73590826497905
9daBQioM,91.51290358286138
n7PyFkuQ,88.05035674558377
rViaonZb,70.08888045235602
QQlqtxaV,63.93076442182317
l1s0Yvbw,60.89486567438191
shZeG72s,78.5960954255356
5OarHk3f,77.5481026873816
CguIMdKt,75.64244149304902
sMoCqrl3,71.87212093116335
bpJxyxGx,86.2279444713527
vlrC3qqs,70.106441389962
ZjoancFy,74.59108559299167
RoVlN40I,87.43184465107137
icmmu8Ti,60.28612913172478
O5TdTyCx,97.19894574446516
tGuIeZFc,77.04454067935971
kI45oVvO,80.2002860838755
CdvTJw5G,82.90209517691915
1xPPIOMc,83.59769539066168
cbm2YYs1,78.71528845838176
vqRVa2Cx,70.298560628265
CSe32VDN,77.30593927878803
OQpxd0m8,64.15066601992659
8kcVf80x,60.0907044060873
YTvyuQeL,94.89541570367308
93YEfu8b,90.81909430966647
mv2kb0AI,74.683773391229
QrmUfhWI,62.31795982793541
bKoQylhd,75.90772736209247
UOTd7VNJ,86.85077582046767
2OvA5io5,63.20597543628361
6qfvNrRV,81.37876131458754
OTsgCz3D,63.25715143709491
n2gKSjvw,73.37386269995284
GtM3OJxn,88.71318279836812
CYC40JuT,69.67569338820648
NQ2Mh2hC,82.28254532951291
La6awoLt,92.82911924084654
mLzkunr8,75.7340429596395
OPA3R63y,80.10511834249658
Ng9azRCK,79.16938565731425
lZfoKDcu,57.35995072993869
AKNwMtut,72.59066520490035
rxbzBi3t,74.34409045641986
UTCptEih,85.18804653468469
R3OjhV7X,51.311167064791434
9BBsVp3U,76.65340213324471
xgVFZNIZ,76.15125883822213
bILsncmn,86.44847689143836
qgHhnaNL,79.5869250759069
IJDD8GNI,82.80404628088611
haYiQFyR,85.18836994817107
Nqzt7R4Y,73.48883331891518
58EYan05,68.26489614816785
x1ebcUtt,62.52793401788896
nzyOSV3N,64.89586391943044
Y6Nx3Lfy,84.63516493425723
YVgyl0Ud,63.384826175121574
1DhSTHIW,59.86596346271392
fLYVBHXT,73.10113964368763
h7FiZbsr,63.756677392612445
MiEnvpLI,81.58488679922101
EvnCYuqN,62.52184315236723
HyBTsldF,59.87189397820611
k3lR6v2c,82.89392472211814
Wow57Lgg,52.457471813998154
5e73h2gp,80.47704947212267
L7fYiozi,69.42325571107415
00eVWsBq,59.86283482257994
c0xDjSiX,76.86281607264787
eJVBVxgE,71.7058190510423
fZAGDkzR,83.85199913869967
G2Qy89CJ,81.96800596781254
tazqjXQ1,90.54264389238234
y2MUjkdV,84.74397791119564
k6Q3GVqg,77.58657052649124
8IlXo4CP,88.46965078703141
ce32xYYj,72.43236034812033
zYR3IOkL,77.62896454126518
WlpgJt45,80.99919783136721
MMTDgidV,78.21225149143402
AuGAezBv,84.15573016661105
J5f7F0Up,63.73478369209211
XJhtNwZb,87.11828031081417
3c3GIa9B,83.87702145624213
T3FrABGA,78.71582036469798
54kydlXr,83.9678411355636
ANXKxxbZ,85.84175950823268
kqQg7uWB,78.13450528808453
ds6LnTnq,79.60618360878892
afGBxCjC,75.6494864623232
PCSwe8Jv,87.76504436960685
vm7yvVTN,81.75247762633984
Btuwz23Z,73.22368187098752
IaK47r3h,65.60573664709096
YnM3Ng1V,80.35782312633707
4NrNUEdv,73.2479132236241
mMh3RD26,81.00879453984896
M7mxc3AI,80.56449162985304
Zbu7lO8j,76.17199361106402
bISICfyN,47.14591810707509
YLupSyRJ,66.00200879095848
oefVWeh4,70.17703017561577
Cb8Ei8cR,73.959909961276
URIosPGi,78.597499553864
zpAfZCJ7,80.79150945812196
N8huQVDi,61.3989751879797
fa73cWss,85.03571295862919
uwmJh697,93.23117311096311
SJTNFiGU,95.12344225277008
GCQCL142,58.28743739957845
Y2PSERvg,74.28717672317332
5b2LEHXE,60.46462416719505
fPHS86be,75.55959070471494
fN50IzXq,79.92410622308567
PRXASUq3,81.12674746276002
ZfcT0HWK,68.06983304776305
dnMqTdXF,89.03023039678658
DhNbDNy3,82.58917964046111
I7F1bRLi,76.24525882039163
SLb7V42U,75.18634597623596
HBfqVXkK,98.99405472743037
RQ9Ly86R,80.84033877561704
iOHfBXcr,64.22803580151789
8EKmEX6b,60.70833438089687
zrC3p6kP,76.151014818742
tttbe2wy,78.10067428063462
ECraW7kt,83.59082537932386
JKEoZhKV,70.38470190066832
NyUNSVYb,107.71737299261075
5XSmvB2q,86.21949224241449
kDgfKewn,83.4181930648145
vZ5G17yN,73.2745290021661
cax13U9K,73.44201178249847
9WROMVe9,72.82993237602443
6OGKjWB2,76.00310409674441
ECGNPAMr,80.89145403491236
yYAEOjUL,93.08368437904826
0Y4e8gfr,68.36762542706933
01cMvsVI,79.33275073470945
DTam8b4O,63.34319180869093
s0EJCQDd,67.2315733748197
K2qFNFL0,68.92099046225209
cCLqAs75,77.38448789384094
iFT7l7tW,87.03900655789428
NCQbdRtX,81.3722233780644
ipa3pvyB,73.03471096485892
JHjfZmhu,75.17564772201695
rqXjj8Zg,48.06368016858481
D5E2IRs5,68.91507264151454
4bYipBEh,82.11444198903483
Qlswaxvd,58.68651473566748
HM1eli57,77.24579597712103
TsM2StcX,70.46928142007766
JpDsrIlP,82.8974207942185
KH2mB3YU,76.37763568532169
LjvhrCI7,71.64967681303209
nAEiqp1j,63.21357868110911
gW6YODua,87.14985696421809
tmpDwTBO,83.77234495024479
euJb5gfi,66.57879193868943
5bV7Fgpl,67.01026137670682
8NhgCKdS,70.21572718332165
l9QzFHhE,85.49972981945064
dxXA3hMx,86.12583338404315
NrXL3yuH,78.50533460565666
YpVocQh7,92.60808005353707
soc8DKHW,61.052547476603095
wFtab7Vn,73.29919692311016
iLkM55qV,76.9558400059721
NKsIWrEn,66.01644140493086
Fs89ext7,69.06570730429264
2SZSg7dN,55.860147784648724
BGLeTDlB,79.70222840317633
gIxYWM86,76.98824085087006
UqsOE0na,74.8452020093453
clKFfCXW,68.66356482745083
2bSLPQ2B,64.45621667295775
Nwy3IeS0,85.1738376520523
onNg4KR5,104.33800648559478
9wEVUCD6,71.34145178349071
FrIaAdBh,77.68874511836707
7P9Zinm3,72.9519373857231
RvilUB7W,65.14275835601866
AArQT3xs,73.59260293036125
NNZw4fXH,71.29515878881533
sXEZBfhJ,73.55833218466641
q0Tl1Y24,69.31188784070552
4s9KdHD4,87.77775144707903
sjM5vz0M,62.099502169006826
mC6i3aCL,75.74738705232116
4c6wUEbL,77.44182602886949
5zi043iG,67.37717193063308
ljPeqOvU,93.38368106066102
YqLON3hB,67.46491072704511
if70lA4E,84.04258052981733
Jz8Zv73X,65.85321143168191
istnb63x,73.8664386130741
kWjh86Bm,61.43863255197992
jLg3coZm,69.69212122989967
MIipSH7f,76.62585956036581
MRDV2O9D,86.01022362976181
ayUUGPvY,78.97466921374797
Jhb3kmFx,59.78920487507021
K7P4UCpS,88.04806329142478
g1YoDEPe,58.97290762071434
jIxkqlvi,60.85218471578289
OwgeHeSQ,94.24208421170238
ky59IzFk,75.4277740858051
aYTPlGMU,64.6938191735608
R6kr8pQC,65.70671491509412
QQtftJ8Z,76.69169895692167
3oxXuyTL,68.27181914669833
CFETkppK,72.65695374683301
VekbiA5y,74.961499787288
bGK4t0j0,57.20591457418491
vYXftl3x,81.11977593912673
OwPyqrOo,76.92689564896328
4TlaJ2Tk,72.2396518710327
pf9v7FOQ,86.30675621012617
PGaUW3yF,74.361528229453
lM7HaJC5,85.49975276465182
f9igPlZD,79.27375804939481
TKmUI99F,58.31813594653494
N61HNutU,69.79267968587365
nDkWqGjb,75.15254929677864
MNi2Z3x3,86.844924927542
ZwOwkQib,72.91503130006875
Eq14OybN,71.23417570009084
xFOaoSI2,89.49977279711288
fWQ5EHEA,67.76055592832614
lwZjxl8f,72.82670982014166
n7qP3Eqw,60.57508908010756
mUbiuOvg,51.11666219047091
fkUSZWXh,74.63443225344844
pS3CcjZe,64.17730923089829
sOOPfgtd,69.20731380366372
OX7zncAN,52.6029067659519
0BRZ4YDN,55.13004071214037
4TsMtPWG,76.85403764321718
iAOR9Avl,62.00057654791783
llTrE9gK,74.39318868836932
rRp7GhYU,88.94168067109118
Xjcog0pQ,86.22740905341038
33j9Emu4,60.97099912772632
6pXKEllJ,74.10766127401514
ZCwbZNNp,74.59899804915896
qslgV8Ww,65.51908682302681
zkIjn6QC,79.10969788758753
Jc75cMjb,70.26952216228423
TzNzBT3w,83.21897619522542
tae0UJXD,54.42376387254163
raQWpRnp,81.74225238577782
KoqA2tEX,80.90664377807973
RfUCqkuv,70.0581550016239
epfQldTX,61.261959330771376
o4ydmNQs,66.75586954918666
pecwmjSx,69.64902675281927
Jc4bymLU,68.61602620909578
DEBDFTi2,89.80063086658595
cu4orS4Y,73.88682199255437
CEHGArRS,68.95687402948798
RyOvkgCT,104.81350798484752
jsEelqLN,78.2985157269685
Xmnm3ixT,79.91131699211985
hZcLtetL,80.9075004388954
8T9yr8kO,63.05196136110274
kFy0B7wW,65.29416123791825
c4RpEI4A,94.60329009856065
2LQEOqjv,64.64870607745621
mwTzzbZW,74.02920029306414
4u3EnC3g,70.25709141434933
RL4AgvYR,63.73151831301243
JOjRXss6,85.39226845833642
QErAMrxo,86.91192468991542
4ydcxk6u,56.80816786694777
oJ43KFt0,80.57995378889626
8VNrlDLO,71.43187248978772
BgZScxC1,92.92268977188387
6QdeXjC2,75.80009596377347
moliNwu7,82.75361373099932
Fec3kk4h,83.54334983489267
UIGXQLlo,54.94054198929304
n0ANbQWJ,82.22397349070103
0uwY4ERY,74.57388227395043
jjFZa0W4,67.35328663830111
KYouTPMu,80.21453476031752
3W8yXGwq,68.38731031915201
4Sl0R3Ok,75.31811997526657
Sg4ouVgT,78.23868555961184
jfySXoQf,73.86877838409612
jV0g1X53,77.00613392237452
RnkLOs5B,84.18087780804399
FOq0g708,76.29508181188426
Yirr1O8b,82.95377084085546
isYArNPH,89.30323298282718
UVaBCTfW,63.62345013936322
2M3VmkUN,78.24809381260414
6DFZbHs8,89.80413699664437
6hponL8Q,74.75970984522262
vvO2WdMj,65.83020493066496
04sZkJ2i,71.35911881994365
0LpZudgW,85.36581134678076
9pLwaCaL,100.46307016273323
RhyyTWK8,70.51733422607292
xoIWEbSZ,96.5619341951962
aannIKtE,65.87420990223177
ymmRwM2F,66.0341768210375
VrhiIRqX,80.81736675573796
URbzwCvV,70.2560472555062
yD3F9EHM,74.8140007041996
AenFjkfc,78.02319429175502
tF2BM5pq,65.98771878072972
4BLQOGEN,75.89353317495193
JvxbeCDv,76.29045406156177
X8Nqt1yN,83.57940977384536
vkfhyrn4,69.62806849396853
wLo2pspS,79.63143369400355
xGmD4Mr1,74.21279977967895
VOtQlcnd,70.69129998527536
MJOLqoe9,71.9873253944958
k9aYeBdR,71.260248354803693
WWezINqI,72.5992831115829
Hr6aEpmo,85.30413919880728
uD30Gdq1,79.69393600945978
Su8xFc7t,84.90905406070019
2L9ryTbU,56.78212703689127
SrTw0D6P,78.85010446073005
sovF8vOx,74.17554467225048
gV2Irj4M,69.79293178893778
VZMHBaKC,79.71473426710875
AtxefDTa,78.24639202841611
2Nv5WbNP,61.896492908624225
mIjZvFBw,72.78665590264126
AKitBOf3,68.00622760133737
XvBmTTSX,82.66689732609125
imwRAOCC,85.03397199511215
W8N3ou7Z,65.41867091240324
ZxuIXMkd,94.45552805203542
lEEY1HvA,80.91619826496502
Vt3rIZ5A,72.77134863233097
NzltdkkF,79.48895756143202
SYU8ujJU,73.77098922546776
C4Wc7Kz8,77.9390870096176
oZGlqFZ6,85.20463118393849
DJThy5bi,62.05025725858597
pnY9FYwJ,80.02421871633928
jrDCiBZn,78.31628142339042
1TiE9trd,74.22743018988092
P9GdsQHO,71.59819301170059
5sw7U3vw,70.93584658004926
Di6EbPwp,77.46565231233527
BiV7Cs3y,78.46087249103077
30SyqTqH,92.04835566235329
Xbwvbryk,61.87606223261695
uaL1LYzf,77.15857160986296
BgSF4c29,79.82731825709757
f1OpH9jJ,79.83745634658877
ZgibnWjb,59.500931270881196
EqEbAq8n,94.64863272114368
XNVJJPzz,72.87214638356159
lGS1l4jP,77.39573083971568
NjbBSJDX,77.99309250984774
NIQIlk3T,94.18674191084116
dXs1oR5p,69.76166115471922
541VzNnv,71.00853397870819
ovmQagmP,65.42371655795569
pUPZLWiR,78.67118539099525
vzHaejks,79.12826332199309
L0zRn7VZ,77.93493615087596
CXyr5JYN,75.21924578780524
jOhlsAGJ,72.56830070949054
NMo5n7df,68.3311429411065
ILOlR8hh,58.87445038169831
qZrm9uJW,74.6394470491276
KBmvmLSr,93.026471621838
4AgI2FlN,66.31667760688457
qYMhhVat,81.15665240211398
ifZAR7XT,87.31603292978009
EGACJPk0,78.47887414821214
rNghgtVv,79.57589806366897
Gxk80osD,78.5466618002866
XhjoJcKS,80.7438690865239
pD9vjXOI,71.15723944900652
4UHzsKvI,42.97819646109502
BxH1Mv7B,76.30787510869442
CkxXmiaV,73.81081437662942
1EBNZcHJ,78.95437810445438
OnapNYbf,71.0221371040985
n6iAPYhL,90.70994427834022
fEDVOzH7,76.6506226653627
bFw2DzpS,73.14789072623893
udz551j5,75.73258223301092
CjnHUNid,73.34202147436419
pmfAAwCX,88.2665679919192
EVR181Zn,90.93528350573263
LyqWBcNl,78.82951625657842
T17hYrSx,67.42546297921648
Y2eokzWh,77.77142267500184
YrnskkaT,74.13166534869487
DqXUToQb,81.64958164907526
N67tPwJ0,80.47767663008109
KXluoI4k,74.87762121297621
RheSDuBz,80.5738263735976
68g9RvaL,74.12398220206151
uStzxc0P,50.075891447485944
RHtij6xu,89.71430011539745
b0VPC9xo,78.98632446072726
O1JYGJNB,82.09546547283914
xzRN0tDW,82.02737346156812
kMZjNjK9,74.94752507414765
xITOA9w9,86.65677916104254
lUwqyhjx,72.53504878664052
l1GclZUw,97.30346039677872
IcwMCXTQ,70.90078698522808
i7xQX5JD,78.58847238778549
Zvmr7wcT,61.26244196218298
CwTb1mBT,70.16537485888324
TuXNlJjF,79.79771121582628
dhJ2FoIK,65.56276918958186
0IosepzL,49.18763439126655
iddADlMX,44.268591466311136
qwyMr60d,79.90251664160107
2HNKzKK1,78.99714656133096
yvNJif87,73.92132521323605
BIjesmrV,72.39503764878172
odd06aIi,63.39741147404169
BEjl6CKV,74.32545689454855
B3Ymx14q,69.75278433432935
fOU3ZuKW,71.88975216656485
48CQScai,86.1611385033528
Dtv7WsfT,64.30722137510865
NDYnWhye,82.31021874001291
VMkkmBz7,76.6743852145722
fGW2GTn1,83.85286108457962
WfXSnemL,73.19461880377678
T5e4gp5D,85.86022082233816
7qMcqZg0,74.44225878843844
5GxOZWuB,63.188358856561365
aPKQnNZh,90.44541596211104
cXRI5j4d,65.05257768905489
f8HgxenC,104.51419515067084
8PdZOWV2,85.42241347526708
KsSyx8zG,81.38953001273872
7xPPrt1A,75.648961094133
x7Nuw3I2,54.69719172991112
QVNAikAf,66.17005833701072
4ZaL4IO6,92.49082193396187
c7v4JlTa,86.04392848772471
GvdsTrKX,73.77069783675957
GZA3kGAn,86.3183123807562
qBUIbOG7,59.5708735535769
nKzFzjrY,69.95704782315104
iN7TYg2j,71.78188919912809
B2CpLUeG,65.08579896457034
x6DCyAOx,68.67051286624913
y0ihWlIh,57.73540102900212
edBCBfj6,77.88427449342335
n2gnoR2r,70.81731731365404
6jiMdsXC,66.31944868825396
vnI8gWUO,78.13422315157962
4KSqsuwH,93.01194908947076
JCnzisat,74.6831245951584
L6ZwSQG5,71.26625658742171
1CCWxJMY,76.06854269110669
mGptP6YB,74.54007246706013
Nx6bhHMs,85.23800362487526
H8wbTm8l,64.22383081854906
57ookwRN,75.1689862831679
4A6lbGwv,69.9379698560123
L14UNZTm,84.16498619928248
wuVZcGKh,74.45813978632609
A59qs6Z7,59.829336351625656
GEUAky1G,68.7892199263855
831Oax2R,80.34048565330819
VZym1Vxk,71.03127491678453
dCC7hXzl,78.85691279776492
huKEtW0s,87.04549381049387
wWWfpTpa,66.70303545958558
JcDI0XU0,64.1462349339273
DdwUZFRM,71.55630084961163
lPhSmgaN,78.61293309516773
7G5dnwdr,82.28294149919644
CfzdIOQ7,89.84964702302946
h6JozL6Y,74.97418281363035
szYWzHRK,67.54962607947083
uxKDIBky,72.48026685621794
RbpSPo4c,66.73685373948159
ZzBXdIiY,77.74562093268662
uS7SccR6,81.73046428200561
Ym28QCCD,45.9412793538349
j31yLElT,62.5210998332884
KL0VkFfo,79.38691291640006
9MvRIxmB,62.959902282811186
stg8Kqx0,78.39387974450659
KxGYCVs0,67.26320607986726
TBMIwkDv,66.45006043342701
A9d2UJym,93.0073892540628
EW1X77mU,83.88986259110612
PzN9U5E4,79.54835796208637
qxp73qUq,89.73048180196184
rac0u3aN,46.99889080577317
lkMv3iTH,73.77697863096853
HxK8JqYc,77.7494052218351
cxkpY1mZ,83.75682377855614
tBQ5K16Y,76.19656579576545
ZFFJ3tcv,56.09699988890092
MEZ2DhrO,64.59501414746317
Q7zP5b5h,74.30117871639567
N1kyz8GG,89.53195138869086
r95SRHK7,68.42145256303719
OVgA9lXx,83.91125823831021
aWE1xriO,71.40555066927155
GS6T6gUr,85.4896628179277
GJU8Amde,52.28700702720066
prfqLoGL,75.96996993858527
mxKd11cL,56.447320996052476
6Ony6aw3,71.21006768694133
fc7b4Srd,68.67160489903118
GDX9819k,82.5925344625363
A9utjdl4,74.89653222965451
hNG37bk9,85.82512108521615
o1ab6efU,78.87515499504046
efkNnkK0,84.99232025097788
kHQr3WCn,69.09013493546598
6P18gccB,56.17276000202454
JI4vQ3vN,63.72355635100128
dDC0eUme,85.64330675963097
vXDfqQPj,74.85867091967673
GtFsvTTN,64.11433901354924
cmSNJygu,69.25251742434762
zJfD87li,73.50226241805176
pIDDTAPK,81.85339579098049
Zmq3CmLN,80.45529315321222
5ZpM8eQ1,75.0504291045496
bbUTjPTV,62.23832403186661
LSLnPdWZ,75.0722851445995
KK1vGBu8,69.1508707741095
5bO9s1Jd,74.65958598607669
wCh9EQQC,87.00553084888291
OirPKK8q,75.8941495175074
KrQffT0B,53.472106017963036
jZnW9f2b,61.84549110827878
OUOJIwIa,75.56931135812503
vxBOT98D,95.33819799075954
PVW5HIR2,63.11542142988
MIQkn39z,68.9737059601752
ocg1Hdjt,69.71492924198748
hPnFFK7E,84.44091276482088
N7u5t2eU,81.79275244931804
tGSSEnLO,78.77805522012578
G2bgF3Yk,81.25420694932048
zr6Z3u7f,86.55989408752083
nT3I0L9X,75.43363399417115
BHZ72k4u,75.22681369324756
7b5SIPSB,75.5219430075156
wsk2WJQg,82.21172157259919
VhS5RgDM,71.22110402452002
rpTCGjS3,84.640386821551175
sEXN9WdA,77.81281869436798
k7rT1IMn,68.8228241440893
